,Name,Date,Rate,Genre,Certificate
3329,Love,2007,7.6,"Comedy, Drama, Romance",TV-MA
5949,À l'intérieur,2007,6.7,Horror,R
3331,Bridge to Terabithia,2007,7.2,"Drama, Family, Fantasy",PG
1487,Ratatouille,2007,8.0,"Animation, Adventure, Comedy",G
2480,Paranormal Activity,2007,6.3,"Horror, Mystery",R
1677,Live Free or Die Hard,2007,7.1,"Action, Thriller",PG-13
4637,Saw IV,2007,5.9,"Crime, Horror, Mystery",R
3461,1408,2007,6.8,"Fantasy, Horror, Mystery",PG-13
1488,Inspector Morse,2007,8.2,"Crime, Drama, Mystery",TV-14
3615,Waitress,2007,7.0,"Comedy, Drama, Romance",PG-13
3616,Explained,2007,8.0,Documentary,TV-MA
3617,Shakespeare & Hathaway: Private Investigators,2007,7.6,"Comedy, Drama, Mystery",Not Rated
3043,Fracture,2007,7.2,"Crime, Drama, Thriller",R
307,Trick 'r Treat,2007,6.8,"Comedy, Horror",R
3597,Eastern Promises,2007,7.6,"Action, Crime, Drama",R
1955,Shooter,2007,7.2,"Action, Drama, Thriller",R
5933,Shoot 'Em Up,2007,6.6,"Action, Thriller",R
909,The Chosen,2007,9.6,"Drama, History",TV-PG
910,Ray Donovan,2007,8.3,"Crime, Drama",TV-MA
911,Sense8,2007,8.3,"Drama, Mystery, Sci-Fi",TV-MA
2032,Little Children,2006,7.5,"Drama, Romance",R
1932,Blood Diamond,2006,8.0,"Adventure, Drama, Thriller",R
3987,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,Comedy,R
3039,The Covenant,2006,5.3,"Action, Adventure, Fantasy",PG-13
1931,"Dr. Quinn, Medicine Woman",2006,6.8,"Drama, Family, Western",TV-G
4521,Failure to Launch,2006,5.6,"Comedy, Romance",PG-13
4446,The Benchwarmers,2006,5.5,"Comedy, Sport",PG-13
1930,The Pursuit of Happyness,2006,8.0,"Biography, Drama",PG-13
4830,Tenacious D in The Pick of Destiny,2006,6.8,"Adventure, Comedy, Music",R
2895,She's the Man,2006,6.3,"Comedy, Romance, Sport",PG-13
2031,The Lives of Others,2006,8.4,"Drama, Mystery, Thriller",R
4559,Underworld: Evolution,2006,6.7,"Action, Fantasy, Thriller",R
4973,When a Stranger Calls,2006,5.1,"Horror, Thriller",PG-13
3767,This Is England,2006,7.7,"Crime, Drama",Not Rated
2942,A Good Year,2006,7.0,"Comedy, Drama, Romance",PG-13
4972,Happy Feet,2006,6.4,"Animation, Adventure, Comedy",PG
1848,The Da Vinci Code,2006,6.6,"Mystery, Thriller",(Banned)
2033,Space Force,2006,6.7,Comedy,TV-MA
3944,Grandma's Boy,2006,7.0,Comedy,R
4438,The Mighty Ducks: Game Changers,2006,7.5,"Comedy, Drama, Sport",TV-PG
4437,The Break-Up,2006,5.8,"Comedy, Drama, Romance",PG-13
1884,Night at the Museum,2006,6.4,"Adventure, Comedy, Family",PG
4650,The Lake House,2006,6.8,"Drama, Fantasy, Romance",PG
4703,Eragon,2006,5.1,"Action, Adventure, Family",PG
2966,United 93,2006,7.6,"Action, Drama, History",R
2967,Revolution,2006,6.7,"Action, Adventure, Drama",TV-14
4651,Flight of the Conchords,2006,8.5,"Comedy, Music, Musical",TV-MA
1261,Idiocracy,2006,6.6,"Adventure, Comedy, Sci-Fi",R
3978,The Good Shepherd,2006,6.7,"Drama, History, Thriller",R
1271,Final Destination 3,2006,5.8,"Horror, Mystery, Thriller",R
2990,High School Musical,2006,5.5,"Comedy, Drama, Family",TV-G
1581,Apocalypto,2006,7.8,"Action, Adventure, Drama",R
2027,Inside Man,2006,7.6,"Crime, Drama, Mystery",R
3142,Kenpû Denki Berserk,2006,8.7,"Animation, Action, Adventure",TV-14
4518,World Trade Center,2006,5.9,"Drama, History, Thriller",PG-13
4865,Zwartboek,2006,7.7,"Drama, Thriller, War",R
4272,Click,2006,6.4,"Comedy, Drama, Fantasy",PG-13
4087,McMafia,2006,7.7,"Crime, Drama, Thriller",TV-14
4086,Accepted,2006,6.4,Comedy,PG-13
4265,Big Shot,2006,7.5,"Comedy, Drama, Sport",TV-PG
4517,Step Up,2006,6.5,"Crime, Drama, Music",PG-13
3040,Last Week Tonight with John Oliver,2006,8.9,"Comedy, History, News",TV-MA
4264,The Omen,2006,5.5,"Action, Adventure, Fantasy",R
4533,Snakes on a Plane,2006,5.4,"Action, Adventure, Crime",R
3885,Smokin' Aces,2006,6.7,"Action, Comedy, Crime",R
1293,The Fast and the Furious: Tokyo Drift,2006,6.0,"Action, Crime, Thriller",PG-13
3803,Scary Movie 4,2006,5.1,Comedy,PG-13
4940,Lucky Number Slevin,2006,7.7,"Crime, Drama, Thriller",R
322,The Departed,2006,8.5,"Crime, Drama, Thriller",R
4632,Tristan + Isolde,2006,6.8,"Action, Drama, Romance",PG-13
4943,John Tucker Must Die,2006,5.8,"Comedy, Romance",PG-13
3035,Mission: Impossible III,2006,6.9,"Action, Adventure, Thriller",PG-13
1458,The Devil Wears Prada,2006,6.9,"Comedy, Drama",PG-13
4297,The Illusionist,2006,7.6,"Drama, Fantasy, Mystery",PG-13
4209,The Fountain,2006,7.2,"Drama, Mystery, Romance",PG-13
2830,Lady in the Water,2006,5.5,"Drama, Fantasy, Mystery",PG-13
2937,Deja Vu,2006,7.1,"Action, Crime, Sci-Fi",PG-13
2938,Falling Skies,2006,7.2,"Action, Adventure, Drama",TV-14
3141,Marie Antoinette,2006,6.5,"Biography, Drama, History",PG-13
4716,Poseidon,2006,5.7,"Action, Adventure, Thriller",PG-13
1823,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,"Comedy, Sport",PG-13
4519,Cocomelon,2006,4.5,"Animation, Comedy, Family",TV-PG
1995,Silent Hill,2006,6.5,"Horror, Mystery",R
3698,Mob Psycho 100,2006,8.6,"Animation, Action, Comedy",TV-14
5035,Smokin' Aces,2006,6.7,"Action, Comedy, Crime",R
5359,The Fountain,2006,7.2,"Drama, Mystery, Romance",PG-13
5415,Big Shot,2006,7.5,"Comedy, Drama, Sport",TV-PG
5414,The Omen,2006,5.5,"Action, Adventure, Fantasy",R
5709,Underworld: Evolution,2006,6.7,"Action, Fantasy, Thriller",R
5782,Tristan + Isolde,2006,6.8,"Action, Drama, Romance",PG-13
5800,The Lake House,2006,6.8,"Drama, Fantasy, Romance",PG
5801,Flight of the Conchords,2006,8.5,"Comedy, Music, Musical",TV-MA
2375,X-Men: The Last Stand,2006,6.7,"Action, Adventure, Sci-Fi",PG-13
1800,Gwoemul,2006,7.1,"Action, Drama, Horror",R
3658,Babel,2006,7.4,Drama,R
5683,Snakes on a Plane,2006,5.4,"Action, Adventure, Crime",R
5853,Eragon,2006,5.1,"Action, Adventure, Family",PG
5866,Poseidon,2006,5.7,"Action, Adventure, Thriller",PG-13
2574,Miami Vice,2006,6.0,"Action, Crime, Drama",R
5596,The Benchwarmers,2006,5.5,"Comedy, Sport",PG-13
2578,Slither,2006,6.5,"Comedy, Horror, Sci-Fi",R
1733,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,"Action, Adventure, Fantasy",PG-13
1734,Ash vs Evil Dead,2006,8.4,"Action, Comedy, Horror",TV-MA
3475,Lonely Hearts,2006,6.4,"Biography, Crime, Drama",R
5422,Click,2006,6.4,"Comedy, Drama, Fantasy",PG-13
1797,Children of Men,2006,7.9,"Action, Sci-Fi, Thriller",R
5237,McMafia,2006,7.7,"Crime, Drama, Thriller",TV-14
563,The Holiday,2006,6.9,"Comedy, Romance",PG-13
5588,The Mighty Ducks: Game Changers,2006,7.5,"Comedy, Drama, Sport",TV-PG
5587,The Break-Up,2006,5.8,"Comedy, Drama, Romance",PG-13
891,Designated Survivor,2006,7.5,"Action, Drama, Mystery",TV-14
3570,Crank,2006,6.9,"Action, Crime, Thriller",R
890,"Beverly Hills, 90210",2006,6.4,"Drama, Romance",TV-PG
889,Cars,2006,7.1,"Animation, Adventure, Comedy",G
904,300,2006,7.6,"Action, Drama",R
3563,Nacho Libre,2006,5.8,"Comedy, Family, Sport",PG
871,Cashback,2006,7.1,"Comedy, Drama, Romance",R
2509,Little Miss Sunshine,2006,7.8,"Comedy, Drama",R
2432,Wild Crime,2006,7.7,"Documentary, Crime, Mystery",None
2431,The Texas Chainsaw Massacre: The Beginning,2006,5.8,"Horror, Thriller",R
5667,Step Up,2006,6.5,"Crime, Drama, Music",PG-13
5668,World Trade Center,2006,5.9,"Drama, History, Thriller",PG-13
3619,DOA: Dead or Alive,2006,4.8,"Action, Adventure, Mystery",PG-13
5447,The Illusionist,2006,7.6,"Drama, Fantasy, Mystery",PG-13
5669,Cocomelon,2006,4.5,"Animation, Comedy, Family",TV-PG
5671,Failure to Launch,2006,5.6,"Comedy, Romance",PG-13
28,The Morning Show,2006,8.4,Drama,TV-MA
3321,The Fall,2006,7.9,"Adventure, Drama, Fantasy",R
5236,Accepted,2006,6.4,Comedy,PG-13
2613,The Gifted,2006,7.3,"Action, Drama, Fantasy",TV-14
1039,Monster House,2006,6.6,"Animation, Comedy, Family",PG
2639,Black Snake Moan,2006,6.9,"Drama, Music",R
3435,Basic Instinct 2,2006,4.4,"Drama, Mystery, Thriller",R
6015,Zwartboek,2006,7.7,"Drama, Thriller, War",R
5137,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,Comedy,R
5128,The Good Shepherd,2006,6.7,"Drama, History, Thriller",R
3422,Superman Returns,2006,6.0,"Action, Sci-Fi",PG-13
1083,Pan's Labyrinth,2006,8.2,"Drama, Fantasy, War",R
5094,Grandma's Boy,2006,7.0,Comedy,R
677,The Hills Have Eyes,2006,6.4,"Horror, Thriller",R
674,The Prestige,2006,8.5,"Drama, Mystery, Sci-Fi",PG-13
6090,Lucky Number Slevin,2006,7.7,"Crime, Drama, Thriller",R
6093,John Tucker Must Die,2006,5.8,"Comedy, Romance",PG-13
6122,Happy Feet,2006,6.4,"Animation, Adventure, Comedy",PG
6123,When a Stranger Calls,2006,5.1,"Horror, Thriller",PG-13
3697,Saw III,2006,6.2,"Crime, Horror, Mystery",R
892,Oz,2006,8.7,"Crime, Drama, Thriller",TV-MA
5980,Tenacious D in The Pick of Destiny,2006,6.8,"Adventure, Comedy, Music",R
27,Lucifer,2006,8.1,"Crime, Drama, Fantasy",TV-14
26,Casino Royale,2006,8.0,"Action, Adventure, Thriller",PG-13
2612,Perfume: The Story of a Murderer,2006,7.5,"Crime, Drama, Fantasy",R
5989,Chinjeolhan geumjassi,2005,7.6,"Crime, Drama, Thriller",R
5045,The Brothers Grimm,2005,5.9,"Action, Adventure, Comedy",PG-13
1510,Kingdom of Heaven,2005,7.2,"Action, Adventure, Drama",R
3477,The Constant Gardener,2005,7.4,"Drama, Mystery, Romance",R
3895,The Brothers Grimm,2005,5.9,"Action, Adventure, Comedy",PG-13
4472,The Skeleton Key,2005,6.5,"Drama, Horror, Mystery",PG-13
5920,The Great Raid,2005,6.7,"Action, Drama, War",R
6055,Breakfast on Pluto,2005,7.2,"Comedy, Drama",R
1739,Rent,2005,6.9,"Drama, Musical, Romance",PG-13
1898,Constantine,2005,7.0,"Action, Fantasy, Horror",R
1753,Wedding Crashers,2005,6.9,"Comedy, Romance",R
4495,The Proposition,2005,7.3,"Crime, Drama, Western",R
867,Broadchurch,2005,8.4,"Crime, Drama, Mystery",TV-MA
5676,Revolver,2005,6.4,"Action, Crime, Drama",R
1546,Chaos,2005,6.5,"Action, Crime, Drama",R
5645,The Proposition,2005,7.3,"Crime, Drama, Western",R
4224,Electric Dreams,2005,7.3,Sci-Fi,TV-MA
5622,The Skeleton Key,2005,6.5,"Drama, Horror, Mystery",PG-13
1754,Bluey,2005,9.6,"Animation, Family",TV-Y
4088,The Exorcism of Emily Rose,2005,6.7,"Drama, Horror, Thriller",PG-13
4223,Zathura: A Space Adventure,2005,6.2,"Action, Adventure, Comedy",PG
6113,The Dukes of Hazzard,2005,5.1,Comedy,PG-13
3038,Robots,2005,6.3,"Animation, Adventure, Comedy",PG
4526,Revolver,2005,6.4,"Action, Crime, Drama",R
5931,The New World,2005,6.7,"Biography, Drama, History",PG-13
649,Harry Potter and the Goblet of Fire,2005,7.7,"Adventure, Family, Fantasy",PG-13
6154,Dalkomhan insaeng,2005,7.5,"Action, Crime, Drama",Not Rated
6031,Three,2005,4.9,"Drama, Romance, Thriller",TV-MA
2324,Sky High,2005,6.2,"Adventure, Comedy, Family",PG
6028,Kiss Kiss Bang Bang,2005,7.5,"Comedy, Crime, Mystery",R
2292,Rumor Has It...,2005,5.5,"Comedy, Drama, Romance",PG-13
3046,Madagascar,2005,6.9,"Animation, Adventure, Comedy",PG
2364,Serenity,2005,7.8,"Action, Adventure, Sci-Fi",PG-13
4333,Hard Candy,2005,7.1,"Drama, Thriller",R
3442,Match Point,2005,7.6,"Drama, Romance, Thriller",R
282,House of Wax,2005,5.4,"Horror, Thriller",R
1934,Star Wars: Episode III - Revenge of the Sith,2005,7.5,"Action, Adventure, Fantasy",PG-13
4352,Doom,2005,5.2,"Action, Horror, Sci-Fi",R
1572,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,"Adventure, Family, Fantasy",PG
6001,The Sisterhood of the Traveling Pants,2005,6.5,"Comedy, Drama, Romance",PG
3934,Red Eye,2005,6.5,Thriller,PG-13
1843,Hostel,2005,5.9,Horror,R
1573,Happy Days,2005,7.4,"Comedy, Family, Music",TV-G
2344,Wings,2005,7.2,"Comedy, Drama",TV-PG
701,13 Reasons Why,2005,7.5,"Drama, Mystery, Thriller",TV-MA
1436,Munich,2005,7.5,"Action, Drama, History",R
700,Most Dangerous Game,2005,7.0,"Short, Action, Thriller",TV-MA
5762,Hooligans,2005,7.4,"Crime, Drama, Sport",R
5756,Stealth,2005,5.1,"Action, Adventure, Sci-Fi",PG-13
5932,Hung,2005,7.1,"Comedy, Drama",TV-MA
5726,Just Friends,2005,6.2,"Comedy, Romance",PG-13
2343,Elektra,2005,4.7,"Action, Adventure, Crime",PG-13
3906,Seulgiroun Euisasaenghal,2005,8.8,"Comedy, Drama",TV-14
3905,Nanny McPhee,2005,6.6,"Comedy, Family, Fantasy",PG
699,Pride & Prejudice,2005,7.8,"Drama, Romance",PG
2419,Lie with Me,2005,5.3,"Drama, Romance",Not Rated
4419,Cinderella Man,2005,8.0,"Biography, Drama, History",PG-13
866,Charlie and the Chocolate Factory,2005,6.6,"Adventure, Comedy, Family",PG
4038,Lord of War,2005,7.6,"Action, Crime, Drama",R
4782,Hung,2005,7.1,"Comedy, Drama",TV-MA
4781,The New World,2005,6.7,"Biography, Drama, History",PG-13
1637,War of the Worlds,2005,6.5,"Action, Adventure, Sci-Fi",PG-13
5188,Lord of War,2005,7.6,"Action, Crime, Drama",R
3200,A History of Violence,2005,7.4,"Action, Drama, Thriller",R
4770,The Great Raid,2005,6.7,"Action, Drama, War",R
3830,An Unfinished Life,2005,7.0,"Drama, Family, Romance",PG-13
2538,City on a Hill,2005,7.6,"Crime, Drama, Thriller",TV-MA
2537,Venom,2005,4.6,Horror,R
2638,Cursed,2005,5.0,"Comedy, Horror",PG-13
1061,V for Vendetta,2005,8.1,"Action, Drama, Sci-Fi",R
4963,The Dukes of Hazzard,2005,5.1,Comedy,PG-13
5373,Zathura: A Space Adventure,2005,6.2,"Action, Adventure, Comedy",PG
1016,Brokeback Mountain,2005,7.7,"Drama, Romance",R
2053,The 40 Year Old Virgin,2005,7.1,"Comedy, Romance",R
5374,Electric Dreams,2005,7.3,Sci-Fi,TV-MA
4905,Breakfast on Pluto,2005,7.2,"Comedy, Drama",R
1170,Sin City,2005,8.0,"Crime, Thriller",R
3723,Feel Good,2005,7.5,"Comedy, Drama, Romance",TV-MA
3206,Twitches,2005,5.8,"Comedy, Drama, Family",TV-PG
2079,Memoirs of a Geisha,2005,7.4,"Drama, Romance",PG-13
1017,The Cave,2005,5.1,"Action, Adventure, Horror",PG-13
2006,Ghost Adventures,2005,7.4,"Documentary, History, Reality-TV",TV-PG
4839,Chinjeolhan geumjassi,2005,7.6,"Crime, Drama, Thriller",R
2080,The Last Ship,2005,7.5,"Action, Drama, Sci-Fi",TV-14
5238,The Exorcism of Emily Rose,2005,6.7,"Drama, Horror, Thriller",PG-13
2084,King Kong,2005,7.2,"Action, Adventure, Drama",PG-13
1001,Batman Begins,2005,8.2,"Action, Adventure",PG-13
2005,The Longest Yard,2005,6.4,"Comedy, Crime, Sport",PG-13
4878,Kiss Kiss Bang Bang,2005,7.5,"Comedy, Crime, Mystery",R
1956,The Devil's Rejects,2005,6.8,"Crime, Horror, Western",R
2810,Saw II,2005,6.6,"Horror, Mystery",R
1805,The Amityville Horror,2005,6.0,Horror,R
4881,Three,2005,4.9,"Drama, Romance, Thriller",TV-MA
2013,Fantastic Four,2005,5.7,"Action, Adventure, Fantasy",PG-13
3722,Hitch,2005,6.6,"Comedy, Romance",PG-13
2650,The Island,2005,6.8,"Action, Sci-Fi, Thriller",PG-13
4851,The Sisterhood of the Traveling Pants,2005,6.5,"Comedy, Drama, Romance",PG
2714,Girl From Nowhere,2005,7.6,"Crime, Drama, Fantasy",TV-MA
5055,Nanny McPhee,2005,6.6,"Comedy, Family, Fantasy",PG
5483,Hard Candy,2005,7.1,"Drama, Thriller",R
3621,Coach Carter,2005,7.3,"Biography, Drama, Sport",PG-13
3622,Calls,2005,7.7,"Drama, Horror, Mystery",TV-MA
3623,8 Simple Rules... for Dating My Teenage Daughter,2005,7.0,"Comedy, Drama",TV-PG
5569,Cinderella Man,2005,8.0,"Biography, Drama, History",PG-13
4612,Hooligans,2005,7.4,"Crime, Drama, Sport",R
2866,Waiting...,2005,6.7,Comedy,R
4606,Stealth,2005,5.1,"Action, Adventure, Sci-Fi",PG-13
2693,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7,"Action, Adventure, Comedy",PG
5056,Seulgiroun Euisasaenghal,2005,8.8,"Comedy, Drama",TV-14
2713,Jarhead,2005,7.0,"Action, Biography, Drama",R
5502,Doom,2005,5.2,"Action, Horror, Sci-Fi",R
447,Corpse Bride,2005,7.3,"Animation, Drama, Family",PG
4576,Just Friends,2005,6.2,"Comedy, Romance",PG-13
5004,Dalkomhan insaeng,2005,7.5,"Action, Crime, Drama",Not Rated
2689,Get Rich or Die Tryin',2005,5.4,"Biography, Crime, Drama",R
448,Gotham,2005,7.8,"Action, Crime, Drama",TV-14
2673,Walk the Line,2005,7.8,"Biography, Drama, Music",PG-13
2898,The Hitchhiker's Guide to the Galaxy,2005,6.7,"Adventure, Comedy, Sci-Fi",PG
1086,Mr. & Mrs. Smith,2005,6.5,"Action, Comedy, Crime",PG-13
5084,Red Eye,2005,6.5,Thriller,PG-13
974,The Descent,2005,7.2,"Adventure, Horror, Thriller",R
1957,The Last Man on Earth,2005,7.3,"Action, Comedy, Drama",TV-14
616,The Girl Next Door,2004,6.7,"Comedy, Drama, Romance",R
5924,Flight of the Phoenix,2004,6.1,"Action, Adventure, Drama",PG-13
2318,The Life Aquatic with Steve Zissou,2004,7.3,"Action, Adventure, Comedy",R
5925,Spidey and His Amazing Friends,2004,5.8,"Animation, Action, Adventure",TV-Y7
343,Mean Girls,2004,7.0,Comedy,PG-13
617,A Discovery of Witches,2004,8.0,"Drama, Fantasy, Romance",TV-MA
5922,Starsky & Hutch,2004,6.1,"Comedy, Crime",PG-13
388,Man on Fire,2004,7.7,"Action, Crime, Drama",R
2051,Kill Bill: Vol. 2,2004,8.0,"Action, Crime, Thriller",R
344,Daredevil,2004,8.6,"Action, Crime, Drama",TV-MA
2244,"I, Robot",2004,7.1,"Action, Drama, Sci-Fi",PG-13
2163,Condor,2004,7.7,"Action, Drama, Thriller",TV-MA
4966,Ansatsu kyôshitsu,2004,8.0,"Animation, Action, Comedy",TV-14
6064,The Princess Diaries 2: Royal Engagement,2004,5.8,"Comedy, Family, Romance",G
4965,Antares,2004,6.1,"Drama, Romance",Unrated
2715,The Aviator,2004,7.5,"Biography, Drama",PG-13
5073,Ella Enchanted,2004,6.3,"Comedy, Family, Fantasy",PG
4168,Taxi,2004,4.5,"Action, Comedy, Crime",PG-13
2016,The Phantom of the Opera,2004,7.2,"Drama, Musical, Romance",PG-13
6115,Antares,2004,6.1,"Drama, Romance",Unrated
2162,King Arthur,2004,6.3,"Action, Adventure, Drama",PG-13
3045,SurrealEstate,2004,7.2,"Drama, Fantasy, Mystery",TV-14
3044,Harold & Kumar Go to White Castle,2004,7.0,"Adventure, Comedy",R
4914,The Princess Diaries 2: Royal Engagement,2004,5.8,"Comedy, Family, Romance",G
2164,Mauseu,2004,8.7,"Action, Crime, Mystery",None
6116,Ansatsu kyôshitsu,2004,8.0,"Animation, Action, Comedy",TV-14
900,The Village,2004,6.5,"Drama, Mystery, Thriller",PG-13
4244,Team America: World Police,2004,7.2,"Action, Comedy",R
4249,Exorcist: The Beginning,2004,5.1,"Horror, Mystery, Thriller",R
1946,Aspirants,2004,9.7,Drama,None
2398,Peep Show,2004,8.6,Comedy,TV-MA
2956,Sideways,2004,7.5,"Comedy, Drama, Romance",R
5394,Team America: World Police,2004,7.2,"Action, Comedy",R
2399,Strike,2004,7.9,"Crime, Drama, Mystery",TV-MA
2129,The Passion of the Christ,2004,7.2,Drama,R
584,Why Women Kill,2004,8.3,"Comedy, Crime, Drama",TV-MA
2408,Der Untergang,2004,8.2,"Biography, Drama, History",R
2528,Under the Dome,2004,6.6,"Drama, Mystery, Sci-Fi",TV-14
583,Dawn of the Dead,2004,7.3,"Action, Horror",R
830,Harry Potter and the Prisoner of Azkaban,2004,7.9,"Adventure, Family, Fantasy",PG
2527,Shark Tale,2004,6.0,"Animation, Adventure, Comedy",PG
5399,Exorcist: The Beginning,2004,5.1,"Horror, Mystery, Thriller",R
1947,Mad About You,2004,6.7,"Comedy, Romance",TV-PG
1365,Schmigadoon!,2004,7.3,"Comedy, Musical",TV-14
969,Castlevania,2004,8.3,"Animation, Action, Adventure",TV-MA
968,The Notebook,2004,7.8,"Drama, Romance",PG-13
1364,Scream,2004,7.1,"Comedy, Crime, Drama",TV-14
1363,The Terminal,2004,7.4,"Comedy, Drama, Romance",PG-13
5487,The Bourne Supremacy,2004,7.7,"Action, Mystery, Thriller",PG-13
2882,Friday Night Lights,2004,7.2,"Action, Drama, Sport",PG-13
2883,Sherlock Holmes 3,2004,,"Action, Adventure, Mystery",None
939,Spider-Man 2,2004,7.3,"Action, Adventure, Sci-Fi",PG-13
938,Eternal Sunshine of the Spotless Mind,2004,8.3,"Drama, Romance, Sci-Fi",R
901,Hunter x Hunter,2004,9.0,"Animation, Action, Adventure",TV-14
2397,McLeod's Daughters,2004,7.3,"Drama, Romance",TV-14
2396,Shrek 2,2004,7.2,"Animation, Adventure, Comedy",PG
4753,The Polar Express,2004,6.6,"Animation, Adventure, Comedy",G
1983,Million Dollar Baby,2004,8.1,"Drama, Sport",PG-13
2321,A Cinderella Story,2004,5.9,"Comedy, Family, Romance",PG
2791,Blade: Trinity,2004,5.8,"Action, Horror, Sci-Fi",R
5903,The Polar Express,2004,6.6,"Animation, Adventure, Comedy",G
2792,Gentleman Jack,2004,8.2,"Biography, Drama, History",TV-MA
751,Troy,2004,7.3,"Drama, History",R
2581,Return to Halloweentown,2004,5.5,"Action, Comedy, Family",TV-PG
4337,The Bourne Supremacy,2004,7.7,"Action, Mystery, Thriller",PG-13
752,Saved by the Bell,2004,7.0,"Comedy, Family, Romance",TV-PG
2148,Absentia,2004,7.3,"Crime, Drama, Mystery",TV-MA
2147,Halloweentown High,2004,6.2,"Comedy, Family, Fantasy",TV-G
2565,9 Songs,2004,4.8,"Drama, Music, Romance",Not Rated
984,Layer Cake,2004,7.3,"Action, Crime, Drama",R
803,Baywatch,2004,5.3,"Action, Adventure, Crime",PG-13
1936,Collateral,2004,7.5,"Crime, Drama, Thriller",R
2978,The Missing,2004,8.2,"Crime, Drama, Mystery",TV-14
2977,The Punisher,2004,6.4,"Action, Crime, Drama",R
2372,Dodgeball: A True Underdog Story,2004,6.7,"Comedy, Sport",PG-13
1937,The Machinist,2004,7.7,"Drama, Thriller",R
4774,Flight of the Phoenix,2004,6.1,"Action, Adventure, Drama",PG-13
4772,Starsky & Hutch,2004,6.1,"Comedy, Crime",PG-13
790,Saw,2004,7.6,"Horror, Mystery, Thriller",R
802,Van Helsing,2004,6.1,"Action, Adventure, Fantasy",PG-13
2970,National Treasure,2004,6.9,"Action, Adventure, Mystery",PG
1945,The Butterfly Effect,2004,7.6,"Drama, Sci-Fi, Thriller",R
5318,Taxi,2004,4.5,"Action, Comedy, Crime",PG-13
1770,13 Going on 30,2004,6.2,"Comedy, Fantasy, Romance",PG-13
4775,Spidey and His Amazing Friends,2004,5.8,"Animation, Action, Adventure",TV-Y7
3289,The Chronicles of Riddick,2004,6.7,"Action, Adventure, Sci-Fi",R
3663,Scooby-Doo 2: Monsters Unleashed,2004,5.1,"Adventure, Comedy, Family",PG
3290,Geomeun Taeyang,2004,7.7,"Action, Crime, Drama",None
3431,The Grudge,2004,5.9,"Horror, Mystery, Thriller",PG-13
3665,Along Came Polly,2004,6.0,"Comedy, Romance",PG-13
3432,Easy,2004,6.9,Comedy,TV-MA
1690,Anchorman: The Legend of Ron Burgundy,2004,7.2,Comedy,PG-13
1691,Bloodline,2004,7.9,"Drama, Thriller",TV-MA
1743,Sseulsseulhago Chalranhashin: Dokkaebi,2004,8.6,"Comedy, Drama, Fantasy",TV-14
